	sdg	author	faculty	year	abstract
561	15	Niklaus, Pascal A	MNF	2017	Tree diversity increases levels of herbivore damage in a subtropical forest canopy: evidence for dietary mixing by arthropods. Aims Plant diversity has been linked to both increasing and decreasing levels of arthropod herbivore damage in different plant communities. So far, these links have mainly been studied in grasslands or in artificial tree plantations with low species richness. Furthermore, most studies provide results from newly established experimental plant communities where trophic links are not fully established or from stands of tree saplings that have not yet developed a canopy. Here, we test how tree diversity in a species-rich subtropical forest in China with fully developed tree canopy affects levels of herbivore damage caused by different arthropod feeding guilds. Methods We established 27 plots of 30×30 m area. The plots were selected randomly but with the constraint that they had to span a large range of tree diversity as required for comparative studies in contrast to sample surveys. We recorded herbivore damage caused by arthropod feeding guilds (leaf chewers, leaf skeletonizers and sap feeders) on canopy leaves of all major tree species. Important Findings Levels of herbivore damage increased with tree species richness and tree phylogenetic diversity. These effects were most pronounced for damage caused by leaf chewers. Although the two diversity measures were highly correlated, we additionally found a significant interaction between them, whereby species richness increased herbivory mostly at low levels of phylogenetic diversity. Tree species with the lowest proportion of canopy leaf biomass in a plot tended to suffer the highest levels of herbivore damage, which is in contrast to expectations based on the resource concentration hypothesis. Our results are in agreement with expectations of the dietary mixing hypothesis where generalist herbivores with a broad spectrum of food plants benefit from increased resource diversity in tree species-rich forest patches.
562	15	Niklaus, Pascal A	MNF	2015	Biodiversity increases the resistance of ecosystem productivity to climate extremes. It remains unclear whether biodiversity buffers ecosystems against climate extremes, which are becoming increasingly frequent worldwide1. Early results suggested that the ecosystem productivity of diverse grassland plant communities was more resistant, changing less during drought, and more resilient, recovering more quickly after drought, than that of depauperate communities2. However, subsequent experimental tests produced mixed results3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13. Here we use data from 46 experiments that manipulated grassland plant diversity to test whether biodiversity provides resistance during and resilience after climate events. We show that biodiversity increased ecosystem resistance for a broad range of climate events, including wet or dry, moderate or extreme, and brief or prolonged events. Across all studies and climate events, the productivity of low-diversity communities with one or two species changed by approximately 50% during climate events, whereas that of high-diversity communities with 16–32 species was more resistant, changing by only approximately 25%. By a year after each climate event, ecosystem productivity had often fully recovered, or overshot, normal levels of productivity in both high- and low-diversity communities, leading to no detectable dependence of ecosystem resilience on biodiversity. Our results suggest that biodiversity mainly stabilizes ecosystem productivity, and productivity-dependent ecosystem services, by increasing resistance to climate events. Anthropogenic environmental changes that drive biodiversity loss thus seem likely to decrease ecosystem stability14, and restoration of biodiversity to increase it, mainly by changing the resistance of ecosystem productivity to climate events.
563	15	Niklaus, Pascal A	MNF	2014	Trait-based approaches for understanding microbial biodiversity and ecosystem functioning. In ecology, biodiversity-ecosystem functioning (BEF) research has seen a shift in perspective from taxonomy to function in the last two decades, with successful application of trait-based approaches. This shift offers opportunities for a deeper mechanistic understanding of the role of biodiversity in maintaining multiple ecosystem processes and services. In this paper, we highlight studies that have focused on BEF of microbial communities with an emphasis on integrating trait-based approaches to microbial ecology. In doing so, we explore some of the inherent challenges and opportunities of understanding BEF using microbial systems. For example, microbial biologists characterize communities using gene phylogenies that are often unable to resolve functional traits. Additionally, experimental designs of existing microbial BEF studies are often inadequate to unravel BEF relationships. We argue that combining eco-physiological studies with contemporary molecular tools in a trait-based framework can reinforce our ability to link microbial diversity to ecosystem processes. We conclude that such trait-based approaches are a promising framework to increase the understanding of microbial BEF relationships and thus generating systematic principles in microbial ecology and more generally ecology.
564	15	Ozgul, Arpat	MNF	2019	Advances in population ecology and species interactions in mammals. The study of mammals has promoted the development and testing of many ideas in contemporary ecology. Here we address recent developments in foraging and habitat selection, source–sink dynamics, competition (both within and between species), population cycles, predation (including apparent competition), mutualism, and biological invasions. Because mammals are appealing to the public, ecological insight gleaned from the study of mammals has disproportionate potential in educating the public about ecological principles and their application to wise management. Mammals have been central to many computational and statistical developments in recent years, including refinements to traditional approaches and metrics (e.g., capture-recapture) as well as advancements of novel and developing fields (e.g., spatial capture-recapture, occupancy modeling, integrated population models). The study of mammals also poses challenges in terms of fully characterizing dynamics in natural conditions. Ongoing climate change threatens to affect global ecosystems, and mammals provide visible and charismatic subjects for research on local and regional effects of such change as well as predictive modeling of the long-term effects on ecosystem function and stability. Although much remains to be done, the population ecology of mammals continues to be a vibrant and rapidly developing field. We anticipate that the next quarter century will prove as exciting and productive for the study of mammals as has the recent one.
565	15	Ozgul, Arpat	MNF	2019	Life history responses of meerkats to seasonal changes in extreme environments. Species in extreme habitats increasingly face changes in seasonal climate, but the demographic mechanisms through which these changes affect population persistence remain unknown. We investigated how changes in seasonal rainfall and temperature influence vital rates and viability of an arid environment specialist, the Kalahari meerkat, through effects on body mass. We show that climate change–induced reduction in adult mass in the prebreeding season would decrease fecundity during the breeding season and increase extinction risk, particularly at low population densities. In contrast, a warmer nonbreeding season resulting in increased mass and survival would buffer negative effects of reduced rainfall during the breeding season, ensuring persistence. Because most ecosystems undergo seasonal climate variations, a full understanding of species vulnerability to global change relies on linking seasonal trait and population dynamics. 
566	15	Ozgul, Arpat	MNF	2018	Density feedbacks mediate effects of environmental change on population dynamics of a semidesert rodent. Population dynamics are the result of an interplay between extrinsic and intrinsic environmental drivers. Predicting the effects of environmental change on wildlife populations therefore requires a thorough understanding of the mechanisms through which different environmental drivers interact to generate changes in population size and structure. In this study, we disentangled the roles of temperature, food availability and population density in shaping short‐ and long‐term population dynamics of the African striped mouse, a small rodent inhabiting a semidesert with high intra‐ and interannual variation in environmental conditions. We parameterized a female‐only stage‐structured matrix population model with vital rates depending on temperature, food availability and population density, using monthly mark–recapture data from 1609 mice trapped over 9 years (2005–2014). We then applied perturbation analyses to determine relative strengths and demographic pathways of these drivers in affecting population dynamics. Furthermore, we used stochastic population projections to gain insights into how three different climate change scenarios might affect size, structure and persistence of this population. We identified food availability, acting through reproduction, as the main driver of changes in both short‐ and long‐term population dynamics. This mechanism was mediated by strong density feedbacks, which stabilized the population after high peaks and allowed it to recover from detrimental crashes. Density dependence thus buffered the population against environmental change, and even adverse climate change scenarios were predicted to have little effect on population persistence (extinction risk over 100 years <5%) despite leading to overall lower abundances. Explicitly linking environment–demography relationships to population dynamics allowed us to accurately capture past population dynamics. It further enabled establishing the roles and relative importances of extrinsic and intrinsic environmental drivers, and we conclude that doing this is essential when investigating impacts of climate change on wildlife populations.
567	15	Ozgul, Arpat	MNF	2018	Interactive life-history traits predict sensitivity of plants and animals to temporal autocorrelation. Temporal autocorrelation in demographic processes is an important aspect of population dynamics, but a comprehensive examination of its effects on different life-history strategies is lacking. We use matrix population models from 454 plant and animal populations to simulate stochastic population growth rates (log λs) under different temporal autocorrelations in demographic rates, using simulated and observed covariation among rates. We then test for differences in sensitivities, or changes of log λs to changes in autocorrelation among two major axes of life-history strategies, obtained from phylogenetically informed principal component analysis: the fast-slow and reproductive-strategy continua. Fast life histories exhibit highest sensitivities to simulated autocorrelation in demographic rates across reproductive strategies. Slow life histories are less sensitive to temporal autocorrelation, but their sensitivities increase among highly iteroparous species. We provide cross-taxonomic evidence that changes in the autocorrelation of environmental variation may affect a wide range of species, depending on complex interactions of life-history strategies.
568	15	Ozgul, Arpat	MNF	2018	Patterns of activity and body temperature of Aldabra giant tortoises in relation to environmental temperature. We studied the temperature relations of wild and zoo Aldabra giant tortoises (Aldabrachelys gigantea) focusing on (1) the relationship between environmental temperature and tortoise activity patterns (n = 8 wild individuals) and (2) on tortoise body temperature fluctuations, including how their core and external body temperatures vary in relation to different environmental temperature ranges (seasons; n = 4 wild and n = 5 zoo individuals). In addition, we surveyed the literature to review the effect of body mass on core body temperature range in relation to environmental temperature in the Testudinidae. Diurnal activity of tortoises was bimodally distributed and influenced by environmental temperature and season. The mean air temperature at which activity is maximized was 27.9°C, with a range of 25.8–31.7°C. Furthermore, air temperature explained changes in the core body temperature better than did mass, and only during the coldest trial, did tortoises with higher mass show more stable temperatures. Our results, together with the overall Testudinidae overview, suggest that, once variation in environmental temperature has been taken into account, there is little effect of mass on the temperature stability of tortoises. Moreover, the presence of thermal inertia in an individual tortoise depends on the environmental temperatures, and we found no evidence for inertial homeothermy. Finally, patterns of core and external body temperatures in comparison with environmental temperatures suggest that Aldabra giant tortoises act as mixed conformer–regulators. Our study provides a baseline to manage the thermal environment of wild and rewilded populations of an important island ecosystem engineer species in an era of climate change.
570	15	Ozgul, Arpat	MNF	2017	Modeling adaptive and nonadaptive responses of populations to environmental change. Understanding how the natural world will be impacted by environmental change over the coming decades is one of the most pressing challenges facing humanity. Addressing this challenge is difficult because environmental change can generate both population-level plastic and evolutionary responses, with plastic responses being either adaptive or nonadaptive. We develop an approach that links quantitative genetic theory with data-driven structured models to allow prediction of population responses to environmental change via plasticity and adaptive evolution. After introducing general new theory, we construct a number of example models to demonstrate that evolutionary responses to environmental change over the short-term will be considerably slower than plastic responses and that the rate of adaptive evolution to a new environment depends on whether plastic responses are adaptive or nonadaptive. Parameterization of the models we develop requires information on genetic and phenotypic variation and demography that will not always be available, meaning that simpler models will often be required to predict responses to environmental change. We consequently develop a method to examine whether the full machinery of the evolutionarily explicit models we develop will be needed to predict responses to environmental change or whether simpler nonevolutionary models that are now widely constructed may be sufficient.
571	15	Ozgul, Arpat	MNF	2016	Anthropogenic food resources foster the coexistence of distinct life history strategies: year-round sedentary and migratory brown bears. Plastic behavioral adaptation to human activities can result in the enhancement and establishment of distinct behavioral types within a population. Such inter-individual behavioral variations, if unaccounted for, can lead to biases in our understanding of species’ feeding habits, movement pattern, and habitat selection. We tracked the movements of 16 adult brown bears in a small and isolated population in northeast Turkey to i) identify inter-individual behavioral variations associated with the use of a garbage dump and ii) to examine how these variations influenced ranging patterns, movements behavior and habitat selection. We identified two remarkably distinct behavioral types: bears that regularly visited the dump and remained sedentary year-round, and bears that never visited the dump and migrated 165.7 ± 20.1 km (round-trip mean cumulative distance ± SE) prior to hibernation to search for food. We demonstrated that during migratory trips, bears moved more rapidly and were less selective in habitat choice than during the sedentary phase; during the migration phase forest cover was the only important environmental characteristic. Our results thus reinforce the growing evidence that animals’ use of the landscape largely changes according to movement phase. Our study shows that anthropogenic food resources can influence food habits, which can have cascading effects on movement patterns and hence habitat selection, ultimately resulting in the establishment of distinct behavioral types within a population. Identification and consideration of these behavioral types is thus fundamental for the correct implementation of evidence-based conservation strategies at the population level.
572	15	Ozgul, Arpat	MNF	2016	Differential plasticity of size and mass to environmental change in a hibernating mammal. Morphological changes following changes in species' distribution and phenology have been suggested to be the third universal response to global environmental change. Although structural size and body mass result from different genetic, physiological, and ecological mechanisms, they are used interchangeably in studies evaluating population responses to environmental change. Using a 22-year (1991-2013) dataset including 1768 individuals, we investigated the coupled dynamics of size and mass in a hibernating mammal, the Alpine marmot (Marmota marmota), in response to local environmental conditions. We (i) quantified temporal trends in both traits, (ii) determined the environmental drivers of trait dynamics, and (iii) identified the life-history processes underlying the observed changes. Both phenotypic traits were followed through life: we focused on the initial trait value (juvenile size and mass) and later-life development (annual change in size [Δsize] and mass [Δmass]). First, we demonstrated contrasting dynamics between size and mass over the study period. Juvenile size and subsequent Δsize showed significant declines, whereas juvenile mass and subsequent Δmass remained constant. As a consequence of smaller size associated with a similar mass, individuals were in better condition in recent years. Second, size and mass showed different sensitivities to environmental variables. Both traits benefited from early access to resources in spring, whereas Δmass, particularly in early life, also responded to summer and winter conditions. Third, the interannual variation in both traits was caused by changes in early life development. Our study supports the importance of considering the differences between size and mass responses to the environment when evaluating the mechanisms underlying population dynamics. The current practice of focusing on only one trait in population modeling can lead to misleading conclusions when evaluating species' resilience to contemporary climate change.
574	15	Ozgul, Arpat	MNF	2016	Quantifying population declines based on presence-only records for red-list assessments. Accurate trend estimates are necessary for understanding which species are declining and which are most in need of conservation action. Imperfect species detection may result in unreliable trend estimates because this may lead to the overestimation of declines. Because many management decisions are based on population trend estimates, such biases could have severe consequences for conservation policy. We used an occupancy-modeling framework to estimate detectability and calculate nationwide population trends for 14 Swiss amphibian species both accounting for and ignoring imperfect detection. Through the application of International Union for Conservation of Nature Red List criteria to the different trend estimates, we assessed whether ignoring imperfect detection could affect conservation policy. Imperfect detection occurred for all species and detection varied substantially among species, which led to the overestimation of population declines when detectability was ignored. Consequently, accounting for imperfect detection lowered the red-list risk category for 5 of the 14 species assessed. We demonstrate that failing to consider species detectability can have serious consequences for species management and that occupancy modeling provides a flexible framework to account for observation bias and improve assessments of conservation status. A problem inherent to most historical records is that they contain presence-only data from which only relative declines can be estimated. A move toward the routine recording of nonobservation and absence data is essential if conservation practitioners are to move beyond this toward accurate population trend estimation.
575	15	Ozgul, Arpat	MNF	2015	Effects of trophy hunting leftovers on the ranging behaviour of large carnivores: A case study on spotted hyenas. Human-related food resources such as garbage dumps and feeding sites have been shown to significantly influence space use, breeding success and population dynamics in a variety of animal species. In contrast, relatively little is known on the effects of unpredictable sources of food, such as carcasses discarded by hunters, on carnivore species. We evaluated the effect of elephant carcasses, mainly deriving from trophy hunting, on the ranging and feeding behavior of spotted hyenas (Crocuta crocuta) in the Okavango Delta, Botswana. Using data from hyenas monitored before and during carcass availability via GPS radio-collars and camera traps, we investigated changes in ranging and feeding behavior over time. Carcass availability influenced hyenas’ ranging behavior for an average of 10–12 days, after which their movements returned to patterns observed before carcass availability. In particular, we observed an increased spatial clustering of locations and reduced speeds (up to 15% less) between successive locations with carcass availability. Consistent feeding at carcasses during the first two weeks was typical, and some individuals fed from elephant carcasses for as long as 50 days. The impact and conservation value of hunting are often assessed based solely on the effects on the hunted species. Our results show that hunting remains can influence other species and suggest that such extra food could have important effects on critical life history processes and ultimately population dynamics. We recommend conservationists and wildlife managers evaluate management strategies and hunting practices regarding carcass disposal in order to incorporate the potential collateral impacts of hunting on non-hunted species in the same community.
576	15	Ozgul, Arpat	MNF	2015	Factors influencing the detectability of early warning signals of population collapse. The recent description of potentially generic early warning signals is a promising development that may help conservationists to anticipate a population's collapse prior to its occurrence. So far, the majority of such warning signals documented have been in highly controlled laboratory systems or theoretical models. Data from wild populations, however, are typically restricted both temporally and spatially due to limited monitoring resources and intrinsic ecological heterogeneity – limitations that may affect the detectability of generic early warning signals, as they add additional stochasticity to population abundance estimates. Consequently, spatial and temporal subsampling may serve either to muffle or magnify early warning signals. Using a combination of theoretical models and analysis of experimental data, we evaluate the extent to which statistical warning signs are robust to data corruption.
577	15	Petchey, Owen L	MNF	2018	Biodiversity increases and decreases ecosystem stability. Losses and gains in species diversity affect ecological stability1,2,3,4,5,6,7 and the sustainability of ecosystem functions and services8,9,10,11,12,13. Experiments and models have revealed positive, negative and no effects of diversity on individual components of stability, such as temporal variability, resistance and resilience2,3,6,11,12,14. How these stability components covary remains poorly understood15. Similarly, the effects of diversity on overall ecosystem stability16, which is conceptually akin to ecosystem multifunctionality17,18, remain unknown. Here we studied communities of aquatic ciliates to understand how temporal variability, resistance and overall ecosystem stability responded to diversity (that is, species richness) in a large experiment involving 690 micro-ecosystems sampled 19 times over 40 days, resulting in 12,939 samplings. Species richness increased temporal stability but decreased resistance to warming. Thus, two stability components covaried negatively along the diversity gradient. Previous biodiversity manipulation studies rarely reported such negative covariation despite general predictions of the negative effects of diversity on individual stability components3. Integrating our findings with the ecosystem multifunctionality concept revealed hump- and U-shaped effects of diversity on overall ecosystem stability. That is, biodiversity can increase overall ecosystem stability when biodiversity is low, and decrease it when biodiversity is high, or the opposite with a U-shaped relationship. The effects of diversity on ecosystem multifunctionality would also be hump- or U-shaped if diversity had positive effects on some functions and negative effects on others. Linking the ecosystem multifunctionality concept and ecosystem stability can transform the perceived effects of diversity on ecological stability and may help to translate this science into policy-relevant information.
578	15	Petchey, Owen L	MNF	2018	Evolution increases ecosystem temporal stability and recovery from a flood in grassland communities. Understanding factors that increase ecosystem stability is critical in the face of environmental change. Biodiversity plays a key role in buffering ecosystems against disturbances such as extreme climatic events. The evolution of biological communities within their local environment may also increase ecosystem stability and resilience, but this has yet to be tested. Here, we provide evidence for such evolutionary effects using a long-term grassland biodiversity experiment. Communities of plants with a history of co-occurrence (co-selected communities) were temporally more stable at low diversity than the same communities of plants with no such history (naïve communities). Furthermore, co-selected communities exhibited greater recovery following a major flood, resulting in more stable post-flood productivity. These results demonstrate that community evolution can increase ecosystem stability under normal circumstances and in response to extreme disturbance, but also suggest that high diversity can in part compensate for evolutionary naïvety.
580	15	Petchey, Owen L	MNF	2017	Mapping functional diversity from remotely sensed morphological and physiological forest traits. Assessing functional diversity from space can help predict productivity and stability of forest ecosystems at global scale using biodiversity–ecosystem functioning relationships. We present a new spatially continuous method to map regional patterns of tree functional diversity using combined laser scanning and imaging spectroscopy. The method does not require prior taxonomic information and integrates variation in plant functional traits between and within plant species. We compare our method with leaf-level field measurements and species-level plot inventory data and find reasonable agreement. Morphological and physiological diversity show consistent change with topography and soil, with low functional richness at a mountain ridge under specific environmental conditions. Overall, functional richness follows a logarithmic increase with area, whereas divergence and evenness are scale invariant. By mapping diversity at scales of individual trees to whole communities we demonstrate the potential of assessing functional diversity from space, providing a pathway only limited by technological advances and not by methodology.
582	15	Petchey, Owen L	MNF	2017	Warming and top predator loss drive ecosystem multifunctionality. Global change affects ecosystem functioning both directly by modifications in physicochemical processes, and indirectly, via changes in biotic metabolism and interactions. Unclear, however, is how multiple anthropogenic drivers affect different components of community structure and the performance of multiple ecosystem functions (ecosystem multifunctionality). We manipulated small natural freshwater ecosystems to investigate how warming and top predator loss affect seven ecosystem functions representing two major dimensions of ecosystem functioning, productivity and metabolism. We investigated their direct and indirect effects on community diversity and standing stock of multitrophic macro and microorganisms. Warming directly increased multifunctional ecosystem productivity and metabolism. In contrast, top predator loss indirectly affected multifunctional ecosystem productivity via changes in the diversity of detritivorous macroinvertebrates, but did not affect ecosystem metabolism. In addition to demonstrating how multiple anthropogenic drivers have different impacts, via different pathways, on ecosystem multifunctionality components, our work should further spur advances in predicting responses of ecosystems to multiple simultaneous environmental changes.
583	15	Petchey, Owen L	MNF	2016	Navigating the complexity of ecological stability. Human actions challenge nature in many ways. Ecological responses are ineluctably complex, demanding measures that describe them succinctly. Collectively, these measures encapsulate the overall ‘stability’ of the system. Many international bodies, including the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, broadly aspire to maintain or enhance ecological stability. Such bodies frequently use terms pertaining to stability that lack clear deﬁnition. Consequently, we cannot measure them and so they disconnect from a large body of theoretical and empirical understanding. We assess the scientiﬁc and policy literature and show that this disconnect is one consequence of an inconsistent and one-dimensional approach that ecologists have taken to both disturbances and stability. This has led to confused communication of the nature of stability and the level of our insight into it. Disturbances and stability are multi-dimensional. Our understanding of them is not. We have a remarkably poor understanding of the impacts on stability of the characteristics that deﬁne many, perhaps all, of the most important elements of global change. We provide recommendations for theoreticians, empiricists and policymakers on how to better integrate the multidimensional nature of ecological stability into their research, policies and actions.
585	15	Petchey, Owen L	MNF	2014	Effects of recent environmental change on accuracy of inferences of extinction status. Correctly classifying a species as extinct or extant is of critical importance if current rates of biodiversity loss are to be accurately quantified. Observing an extinction event is rare, so in many cases extinction status is inferred using methods based on the analysis of records of historic sighting events. The accuracy of such methods is difficult to test. However, results of recent experiments with microcosm communities suggest that the rate at which a population declines to extinction, potentially driven by varying environmental conditions, may alter one's ability accurately to infer extinction status. We tested how the rate of population decline, driven by historic environmental change, alters the accuracy of 6 commonly applied sighting-based methods used to infer extinction. We used data from small-scale experimental communities and recorded wild population extirpations. We assessed how accuracy of the different methods was affected by rate of population decline, search effort, and number of sighting events recorded. Rate of population decline and historic population size of the species affected the accuracy of inferred extinction dates; however, faster declines produced more accurate inferred dates of extinction, but only when population sizes were higher. Optimal linear estimation (OLE) offered the most reliable and robust estimates, though no single method performed best in all situations, and it may be appropriate to use a different method if information regarding historic search efforts is available. OLE provided the most accurate estimates of extinction when the number of sighting events used was >10, and future use of this method should take this into account. Data from experimental populations provide added insight into testing techniques to discern wild extirpation events. Care should be taken designing such experiments so that they mirror closely the abundance dynamics of populations affected by real-world extirpation events.
587	15	Schaepman-Strub, Gabriela	MNF	2018	Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity. Although the monitoring and prediction of ecosystem dynamics under global change have been extensively assessed, large gaps remain in our knowledge, including a need for concepts in rapid evolution and phenotypic plasticity, and a lack of large-scale and long-term monitoring. Recent genomic studies using the model species Arabidopsis predict that plastic and evolutionary changes in phenology may affect plant reproduction. We propose that three genomic-scale methods would enhance global change studies. First, genome-wide RNA sequencing enables monitoring of diverse functional traits and phenology. Second, sequencing of DNA variants highlights the importance of genetic variation and evolution. Third, DNA metabarcoding provides efficient and unbiased ecosystem monitoring. Integrating these genomic-scale studies with remote sensing will promote the understanding and prediction of biodiversity change.
588	15	Schaepman-Strub, Gabriela	MNF	2018	Patterns of activity and body temperature of Aldabra giant tortoises in relation to environmental temperature. We studied the temperature relations of wild and zoo Aldabra giant tortoises (Aldabrachelys gigantea) focusing on (1) the relationship between environmental temperature and tortoise activity patterns (n = 8 wild individuals) and (2) on tortoise body temperature fluctuations, including how their core and external body temperatures vary in relation to different environmental temperature ranges (seasons; n = 4 wild and n = 5 zoo individuals). In addition, we surveyed the literature to review the effect of body mass on core body temperature range in relation to environmental temperature in the Testudinidae. Diurnal activity of tortoises was bimodally distributed and influenced by environmental temperature and season. The mean air temperature at which activity is maximized was 27.9°C, with a range of 25.8–31.7°C. Furthermore, air temperature explained changes in the core body temperature better than did mass, and only during the coldest trial, did tortoises with higher mass show more stable temperatures. Our results, together with the overall Testudinidae overview, suggest that, once variation in environmental temperature has been taken into account, there is little effect of mass on the temperature stability of tortoises. Moreover, the presence of thermal inertia in an individual tortoise depends on the environmental temperatures, and we found no evidence for inertial homeothermy. Finally, patterns of core and external body temperatures in comparison with environmental temperatures suggest that Aldabra giant tortoises act as mixed conformer–regulators. Our study provides a baseline to manage the thermal environment of wild and rewilded populations of an important island ecosystem engineer species in an era of climate change.
589	15	Schaepman-Strub, Gabriela	MNF	2018	Predicting habitat quality of protected dry grasslands using Landsat NDVI phenology. Dry grasslands are species rich and ecologically valuable habitats that have experienced a massive decline in Switzerland during the last century due to agricultural intensification and land abandonment. Appropriate management is a key factor in maintaining habitat quality of the remaining most valuable sites and should thus be an essential part of monitoring studies. However, information on management is often missing and fine-scale patterns are difficult to assess, especially over large areas and for past decades. The aim of this study was to predict habitat quality of protected dry grasslands in Switzerland. Using a nation-wide in-situ vegetation data set with plot-based species lists, we derived six habitat quality indicators (management tolerance, light availability, nutrient content, moisture content and species richness). We then tested how well satellite-based phenology metrics, in combination with environmental and climate data, can predict these dry grassland habitat quality indicators. We expected that the seasonal pattern of vegetation activity, based on the Normalized Difference Vegetation Index (NDVI), would represent local productivity and management patterns, two crucial indicators of dry grassland habitat quality. Linear regression analysis was conducted to assess the relative importance and ecological relationship of different NDVI metrics and other environmental and climate predictors for habitat quality. Variance partitioning was applied to assess model contributions of the three variable groups which represent different data sources for productivity and management. Accuracies for the habitat quality prediction models ranged between 34% and 57% and significant correlations with multiple NDVI metrics were found. Including NDVI phenology improved all models by 7–12%. Single contributions of NDVI phenology were highest for management tolerance and nutrient content. However, we found high variation of contributions between management types. NDVI metrics were highly informative for the habitat qualities of abandoned sites, but grazing and mowing reduced or even cancelled their predictive power. Moreover, our results demonstrate the limitation of single-date NDVI values in predicting habitat quality of dry grasslands, in particular pastures and meadows. For monitoring applications of dry grasslands, we propose using a combination of NDVI metrics, as our results showed that they greatly improve prediction results of essential habitat qualities. The Landsat legacy dataset facilitates the assessment of habitat changes during past decades and can be complemented in the future with higher resolution data, such as Sentinel-2, to increase the temporal and spatial resolution so analyses are more appropriate for the typically limited size of dry grassland habitat sites in Switzerland.
590	15	Schaepman, Michael E	MNF	2019	Assessing vegetation function with imaging spectroscopy. Healthy vegetation function supports diverse biological communities and ecosystem processes, and provides crops, forest products, forage, and countless other benefits. Vegetation function can be assessed by examining dynamic processes and by evaluating plant traits, which themselves are dynamic. Using both trait-based and process-based approaches, spectroscopy can assess vegetation function at multiple scales using a variety of sensors and platforms ranging from proximal to airborne and satellite measurements. Since spectroscopic data are defined by the instruments and platforms available, along with their corresponding spatial, temporal and spectral scales, and since these scales may not always match those of the function of interest, consideration of scale is a necessary focus. For a full understanding of vegetation processes, combined (multi-scale) sampling methods using empirical and theoretical approaches are required, along with improved informatics.
591	15	Schaepman, Michael E	MNF	2019	Ecosystem service change caused by climatological and non‐climatological drivers: A Swiss case study. Understanding the drivers of ecosystem change and their effects on ecosystem services are essential for management decisions and verification of progress towards national and international sustainability policies (e.g. Aichi Biodiversity Targets, Sustainable Development Goals). We aim to disentangle spatially the effect of climatological and non‐climatological drivers on ecosystem service supply and trends. Therefore, we explored time series of three ecosystem services in Switzerland between 2004 and 2014: carbon dioxide regulation, soil erosion prevention, and air quality regulation. We applied additive models to describe the spatial variation attributed to climatological (i.e. temperature, precipitation and relative sunshine duration) and non‐climatological drivers (i.e. random effects representing other spatially structured processes) that may affect ecosystem service change. Obtained results indicated strong influences of climatological drivers on ecosystem service trends in Switzerland. We identified equal contributions of all three climatological drivers on trends of carbon dioxide regulation and soil erosion prevention, while air quality regulation was more strongly influenced by temperature. Additionally, our results showed that climatological and non‐climatological drivers affected ecosystem services both negatively and positively, depending on the regions (in particular lower and higher altitudinal areas), drivers, and services assessed. Our findings highlight stronger effects of climatological compared to non‐climatological drivers on ecosystem service change in Switzerland. Furthermore, drivers of ecosystem change display a spatial heterogeneity in their influence on ecosystem service trends. We propose an approach building on an additive model to disentangle the effect of climatological and non‐climatological drivers on ecosystem service trends. Such analyses should be extended in the future to ecosystem service flow and demand to complete ecosystem service assessments and to demonstrate and communicate more clearly the benefits of ecosystem services for human well‐being.
593	15	Schaepman, Michael E	MNF	2018	Effect of environmental conditions on sun-induced fluorescence in a mixed forest and a cropland. Due to the large carbon dioxide (CO2) fluxes between terrestrial ecosystems and the atmosphere, dynamics of photosynthesis can have significant effects on atmospheric CO2 concentrations and lead to large uncertainties in ecosystem C budgets. Remote sensing approaches using sun-induced chlorophyll fluorescence (SIF) hold the potential to directly assess ecosystem photosynthesis. However, many challenges remain linked to using the SIF emission signal to estimate gross primary production (GPP). The goal of this study was to gain a better understanding of the relationships between GPP and SIF over different time scales (minutes to years) and under varying environmental conditions. Two different ecosystems were investigated, a cropland and a mixed forest, with continuous eddy covariance flux measurements. Continuous tower-based SIF retrievals were performed in 2015 and 2016 at both ecosystems. In both ecosystems, SIF was found to be more affected by environmental conditions than GPP. Annual cycles for GPP and SIF differed at the mixed forest due in part to the influence of the different footprint size of the two independent measurements. Diurnal cycles in GPP and SIF corresponded well under unstressed conditions and followed the incoming photosynthetic photon flux density (PPFD). However, depressions in SIF were found at both sites either at midday or in the afternoon during the growing season. At the cropland site, reductions in SIF occurred at high PPFD (PPFD > 1470 μmol m−2 s−1, R2 = 0.62) and high VPD (VPD > 1590 Pa, R2 = 0.35). Whereas at the forest site, reductions in SIF were linked to high VPD (VPD > 1250 Pa, R2 = 0.25), but not to high PPFD (R2 = 0.84). The depression in SIF was also associated with an increase in non-photochemical quenching, as indicated by the photochemical reflectance index (R2 = 0.78), thus showing the complementarity between SIF and non-photochemical quenching as different energy pathways. Our results show the importance of characterizing the influence of different environmental conditions on SIF-GPP relationships for specific ecosystems to reliably estimate GPP from remote sensing measurements.
