SDG	Author(s)	Faculty	Year	Citation	Citation 2	Abstract
SDG 15.00	"Petchey, Owen L"	MNF	2017	"From instantaneous to continuous: Using imaging spectroscopy and in situ data to map two productivity-related ecosystem services. Ecological Indicators, 82:409-419."	"From instantaneous to continuous: Using imaging spectroscopy and in situ data to map two productivity-related ecosystem services. Ecological Indicators, 82:409-419."	
SDG 15.00	"Petchey, Owen L"	MNF	2017	"Mapping functional diversity from remotely sensed morphological and physiological forest traits. Nature Communications, 8(1):1441."	"Mapping functional diversity from remotely sensed morphological and physiological forest traits. Nature Communications, 8(1):1441."	"Assessing functional diversity from space can help predict productivity and stability of forest ecosystems at global scale using biodiversity–ecosystem functioning relationships. We present a new spatially continuous method to map regional patterns of tree functional diversity using combined laser scanning and imaging spectroscopy. The method does not require prior taxonomic information and integrates variation in plant functional traits between and within plant species. We compare our method with leaf-level field measurements and species-level plot inventory data and find reasonable agreement. Morphological and physiological diversity show consistent change with topography and soil, with low functional richness at a mountain ridge under specific environmental conditions. Overall, functional richness follows a logarithmic increase with area, whereas divergence and evenness are scale invariant. By mapping diversity at scales of individual trees to whole communities we demonstrate the potential of assessing functional diversity from space, providing a pathway only limited by technological advances and not by methodology."
SDG 15.00	"Petchey, Owen L"	MNF	2017	"Temporal scale dependent interactions between multiple environmental disturbances in microcosm ecosystems. Global Change Biology, 23(12):5237-5248."	"Temporal scale dependent interactions between multiple environmental disturbances in microcosm ecosystems. Global Change Biology, 23(12):5237-5248."	
SDG 15.00	"Petchey, Owen L"	MNF	2017	"Warming and top predator loss drive ecosystem multifunctionality. Ecology Letters, 21(1):72-82."	"Warming and top predator loss drive ecosystem multifunctionality. Ecology Letters, 21(1):72-82."	"Global change affects ecosystem functioning both directly by modifications in physicochemical processes, and indirectly, via changes in biotic metabolism and interactions. Unclear, however, is how multiple anthropogenic drivers affect different components of community structure and the performance of multiple ecosystem functions (ecosystem multifunctionality). We manipulated small natural freshwater ecosystems to investigate how warming and top predator loss affect seven ecosystem functions representing two major dimensions of ecosystem functioning, productivity and metabolism. We investigated their direct and indirect effects on community diversity and standing stock of multitrophic macro and microorganisms. Warming directly increased multifunctional ecosystem productivity and metabolism. In contrast, top predator loss indirectly affected multifunctional ecosystem productivity via changes in the diversity of detritivorous macroinvertebrates, but did not affect ecosystem metabolism. In addition to demonstrating how multiple anthropogenic drivers have different impacts, via different pathways, on ecosystem multifunctionality components, our work should further spur advances in predicting responses of ecosystems to multiple simultaneous environmental changes."
SDG 15.00	"Petchey, Owen L"	MNF	2016	"Navigating the complexity of ecological stability. Ecology Letters, 19(9):1172-1185."	"Navigating the complexity of ecological stability. Ecology Letters, 19(9):1172-1185."	"Human actions challenge nature in many ways. Ecological responses are ineluctably complex, demanding measures that describe them succinctly. Collectively, these measures encapsulate the overall ‘stability’ of the system. Many international bodies, including the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, broadly aspire to maintain or enhance ecological stability. Such bodies frequently use terms pertaining to stability that lack clear deﬁnition. Consequently, we cannot measure them and so they disconnect from a large body of theoretical and empirical understanding. We assess the scientiﬁc and policy literature and show that this disconnect is one consequence of an inconsistent and one-dimensional approach that ecologists have taken to both disturbances and stability. This has led to confused communication of the nature of stability and the level of our insight into it. Disturbances and stability are multi-dimensional. Our understanding of them is not. We have a remarkably poor understanding of the impacts on stability of the characteristics that deﬁne many, perhaps all, of the most important elements of global change. We provide recommendations for theoreticians, empiricists and policymakers on how to better integrate the multidimensional nature of ecological stability into their research, policies and actions."
SDG 15.00	"Petchey, Owen L"	MNF	2015	"Biodiversity and Resilience of Ecosystem Functions. Trends in Ecology & Evolution, 30(11):673-684."	"Biodiversity and Resilience of Ecosystem Functions. Trends in Ecology & Evolution, 30(11):673-684."	
SDG 15.00	"Petchey, Owen L"	MNF	2014	"Effects of recent environmental change on accuracy of inferences of extinction status. Conservation Biology, 28(4):971-981."	"Effects of recent environmental change on accuracy of inferences of extinction status. Conservation Biology, 28(4):971-981."	"Correctly classifying a species as extinct or extant is of critical importance if current rates of biodiversity loss are to be accurately quantified. Observing an extinction event is rare, so in many cases extinction status is inferred using methods based on the analysis of records of historic sighting events. The accuracy of such methods is difficult to test. However, results of recent experiments with microcosm communities suggest that the rate at which a population declines to extinction, potentially driven by varying environmental conditions, may alter one's ability accurately to infer extinction status. We tested how the rate of population decline, driven by historic environmental change, alters the accuracy of 6 commonly applied sighting-based methods used to infer extinction. We used data from small-scale experimental communities and recorded wild population extirpations. We assessed how accuracy of the different methods was affected by rate of population decline, search effort, and number of sighting events recorded. Rate of population decline and historic population size of the species affected the accuracy of inferred extinction dates; however, faster declines produced more accurate inferred dates of extinction, but only when population sizes were higher. Optimal linear estimation (OLE) offered the most reliable and robust estimates, though no single method performed best in all situations, and it may be appropriate to use a different method if information regarding historic search efforts is available. OLE provided the most accurate estimates of extinction when the number of sighting events used was >10, and future use of this method should take this into account. Data from experimental populations provide added insight into testing techniques to discern wild extirpation events. Care should be taken designing such experiments so that they mirror closely the abundance dynamics of populations affected by real-world extirpation events."
SDG 15.00	"Petchey, Owen."	MNF	2014	"Der Einfluss der Biodiversität. In: Hotspot, 30, 2014, p.6-7."	"Der Einfluss der Biodiversität. In: Hotspot, 30, 2014, p.6-7."	
SDG 15.00	"Schaepman-Strub, Gabriela"	MNF	2018	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity.Current Opinion in Environmental Sustainability, 29:177-186."	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity.Current Opinion in Environmental Sustainability, 29:177-186."	"Although the monitoring and prediction of ecosystem dynamics under global change have been extensively assessed, large gaps remain in our knowledge, including a need for concepts in rapid evolution and phenotypic plasticity, and a lack of large-scale and long-term monitoring. Recent genomic studies using the model species Arabidopsis predict that plastic and evolutionary changes in phenology may affect plant reproduction. We propose that three genomic-scale methods would enhance global change studies. First, genome-wide RNA sequencing enables monitoring of diverse functional traits and phenology. Second, sequencing of DNA variants highlights the importance of genetic variation and evolution. Third, DNA metabarcoding provides efficient and unbiased ecosystem monitoring. Integrating these genomic-scale studies with remote sensing will promote the understanding and prediction of biodiversity change."
SDG 15.00	"Schaepman-Strub, Gabriela"	MNF	2018	"Patterns of activity and body temperature of Aldabra giant tortoises in relation to environmental temperature. Ecology and Evolution, (8):2108-2121."	"Patterns of activity and body temperature of Aldabra giant tortoises in relation to environmental temperature. Ecology and Evolution, (8):2108-2121."	"We studied the temperature relations of wild and zoo Aldabra giant tortoises (Aldabrachelys gigantea) focusing on (1) the relationship between environmental temperature and tortoise activity patterns (n = 8 wild individuals) and (2) on tortoise body temperature fluctuations, including how their core and external body temperatures vary in relation to different environmental temperature ranges (seasons; n = 4 wild and n = 5 zoo individuals). In addition, we surveyed the literature to review the effect of body mass on core body temperature range in relation to environmental temperature in the Testudinidae. Diurnal activity of tortoises was bimodally distributed and influenced by environmental temperature and season. The mean air temperature at which activity is maximized was 27.9°C, with a range of 25.8–31.7°C. Furthermore, air temperature explained changes in the core body temperature better than did mass, and only during the coldest trial, did tortoises with higher mass show more stable temperatures. Our results, together with the overall Testudinidae overview, suggest that, once variation in environmental temperature has been taken into account, there is little effect of mass on the temperature stability of tortoises. Moreover, the presence of thermal inertia in an individual tortoise depends on the environmental temperatures, and we found no evidence for inertial homeothermy. Finally, patterns of core and external body temperatures in comparison with environmental temperatures suggest that Aldabra giant tortoises act as mixed conformer–regulators. Our study provides a baseline to manage the thermal environment of wild and rewilded populations of an important island ecosystem engineer species in an era of climate change."
SDG 15.00	"Schaepman-Strub, Gabriela"	MNF	2018	"Predicting habitat quality of protected dry grasslands using Landsat NDVI phenology. Ecological Indicators, 91:447-460."	"Predicting habitat quality of protected dry grasslands using Landsat NDVI phenology. Ecological Indicators, 91:447-460."	"Dry grasslands are species rich and ecologically valuable habitats that have experienced a massive decline in Switzerland during the last century due to agricultural intensification and land abandonment. Appropriate management is a key factor in maintaining habitat quality of the remaining most valuable sites and should thus be an essential part of monitoring studies. However, information on management is often missing and fine-scale patterns are difficult to assess, especially over large areas and for past decades.
The aim of this study was to predict habitat quality of protected dry grasslands in Switzerland. Using a nation-wide in-situ vegetation data set with plot-based species lists, we derived six habitat quality indicators (management tolerance, light availability, nutrient content, moisture content and species richness). We then tested how well satellite-based phenology metrics, in combination with environmental and climate data, can predict these dry grassland habitat quality indicators. We expected that the seasonal pattern of vegetation activity, based on the Normalized Difference Vegetation Index (NDVI), would represent local productivity and management patterns, two crucial indicators of dry grassland habitat quality. Linear regression analysis was conducted to assess the relative importance and ecological relationship of different NDVI metrics and other environmental and climate predictors for habitat quality. Variance partitioning was applied to assess model contributions of the three variable groups which represent different data sources for productivity and management.
Accuracies for the habitat quality prediction models ranged between 34% and 57% and significant correlations with multiple NDVI metrics were found. Including NDVI phenology improved all models by 7–12%. Single contributions of NDVI phenology were highest for management tolerance and nutrient content. However, we found high variation of contributions between management types. NDVI metrics were highly informative for the habitat qualities of abandoned sites, but grazing and mowing reduced or even cancelled their predictive power. Moreover, our results demonstrate the limitation of single-date NDVI values in predicting habitat quality of dry grasslands, in particular pastures and meadows. For monitoring applications of dry grasslands, we propose using a combination of NDVI metrics, as our results showed that they greatly improve prediction results of essential habitat qualities. The Landsat legacy dataset facilitates the assessment of habitat changes during past decades and can be complemented in the future with higher resolution data, such as Sentinel-2, to increase the temporal and spatial resolution so analyses are more appropriate for the typically limited size of dry grassland habitat sites in Switzerland."
SDG 15.00	"Schaepman, Michael E"	MNF	2019	"Assessing vegetation function with imaging spectroscopy. Surveys in Geophysics, 40(3):489-513."	"Assessing vegetation function with imaging spectroscopy. Surveys in Geophysics, 40(3):489-513."	"Healthy vegetation function supports diverse biological communities and ecosystem processes, and provides crops, forest products, forage, and countless other benefits. Vegetation function can be assessed by examining dynamic processes and by evaluating plant traits, which themselves are dynamic. Using both trait-based and process-based approaches, spectroscopy can assess vegetation function at multiple scales using a variety of sensors and platforms ranging from proximal to airborne and satellite measurements. Since spectroscopic data are defined by the instruments and platforms available, along with their corresponding spatial, temporal and spectral scales, and since these scales may not always match those of the function of interest, consideration of scale is a necessary focus. For a full understanding of vegetation processes, combined (multi-scale) sampling methods using empirical and theoretical approaches are required, along with improved informatics."
SDG 15.00	"Schaepman, Michael E"	MNF	2019	"Ecosystem service change caused by climatological and non‐climatological drivers: A Swiss case study. Ecological Applications, 29(4):e01901."	"Ecosystem service change caused by climatological and non‐climatological drivers: A Swiss case study. Ecological Applications, 29(4):e01901."	"Understanding the drivers of ecosystem change and their effects on ecosystem services are essential for management decisions and verification of progress towards national and international sustainability policies (e.g. Aichi Biodiversity Targets, Sustainable Development Goals). We aim to disentangle spatially the effect of climatological and non‐climatological drivers on ecosystem service supply and trends. Therefore, we explored time series of three ecosystem services in Switzerland between 2004 and 2014: carbon dioxide regulation, soil erosion prevention, and air quality regulation. We applied additive models to describe the spatial variation attributed to climatological (i.e. temperature, precipitation and relative sunshine duration) and non‐climatological drivers (i.e. random effects representing other spatially structured processes) that may affect ecosystem service change.
Obtained results indicated strong influences of climatological drivers on ecosystem service trends in Switzerland. We identified equal contributions of all three climatological drivers on trends of carbon dioxide regulation and soil erosion prevention, while air quality regulation was more strongly influenced by temperature. Additionally, our results showed that climatological and non‐climatological drivers affected ecosystem services both negatively and positively, depending on the regions (in particular lower and higher altitudinal areas), drivers, and services assessed.
Our findings highlight stronger effects of climatological compared to non‐climatological drivers on ecosystem service change in Switzerland. Furthermore, drivers of ecosystem change display a spatial heterogeneity in their influence on ecosystem service trends. We propose an approach building on an additive model to disentangle the effect of climatological and non‐climatological drivers on ecosystem service trends. Such analyses should be extended in the future to ecosystem service flow and demand to complete ecosystem service assessments and to demonstrate and communicate more clearly the benefits of ecosystem services for human well‐being."
SDG 15.00	"Schaepman, Michael E"	MNF	2019	"Guest Editorial: International Space Science Institute (ISSI) workshop on space-borne imaging spectroscopy for exploring the earth’s ecosystems. Surveys in Geophysics, 40(3):297-301."	"Guest Editorial: International Space Science Institute (ISSI) workshop on space-borne imaging spectroscopy for exploring the earth’s ecosystems. Surveys in Geophysics, 40(3):297-301."	
SDG 15.00	"Schaepman, Michael E"	MNF	2018	"Effect of environmental conditions on sun-induced fluorescence in a mixed forest and a cropland. Remote Sensing of Environment, 219:310-323."	"Effect of environmental conditions on sun-induced fluorescence in a mixed forest and a cropland. Remote Sensing of Environment, 219:310-323."	"Due to the large carbon dioxide (CO2) fluxes between terrestrial ecosystems and the atmosphere, dynamics of photosynthesis can have significant effects on atmospheric CO2 concentrations and lead to large uncertainties in ecosystem C budgets. Remote sensing approaches using sun-induced chlorophyll fluorescence (SIF) hold the potential to directly assess ecosystem photosynthesis. However, many challenges remain linked to using the SIF emission signal to estimate gross primary production (GPP). The goal of this study was to gain a better understanding of the relationships between GPP and SIF over different time scales (minutes to years) and under varying environmental conditions. Two different ecosystems were investigated, a cropland and a mixed forest, with continuous eddy covariance flux measurements. Continuous tower-based SIF retrievals were performed in 2015 and 2016 at both ecosystems.

In both ecosystems, SIF was found to be more affected by environmental conditions than GPP. Annual cycles for GPP and SIF differed at the mixed forest due in part to the influence of the different footprint size of the two independent measurements. Diurnal cycles in GPP and SIF corresponded well under unstressed conditions and followed the incoming photosynthetic photon flux density (PPFD). However, depressions in SIF were found at both sites either at midday or in the afternoon during the growing season. At the cropland site, reductions in SIF occurred at high PPFD (PPFD > 1470 μmol m−2 s−1, R2 = 0.62) and high VPD (VPD > 1590 Pa, R2 = 0.35). Whereas at the forest site, reductions in SIF were linked to high VPD (VPD > 1250 Pa, R2 = 0.25), but not to high PPFD (R2 = 0.84). The depression in SIF was also associated with an increase in non-photochemical quenching, as indicated by the photochemical reflectance index (R2 = 0.78), thus showing the complementarity between SIF and non-photochemical quenching as different energy pathways. Our results show the importance of characterizing the influence of different environmental conditions on SIF-GPP relationships for specific ecosystems to reliably estimate GPP from remote sensing measurements."
SDG 15.00	"Schaepman, Michael E"	MNF	2018	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity. Current Opinion in Environmental Sustainability, 29:177-186."	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity. Current Opinion in Environmental Sustainability, 29:177-186."	"Although the monitoring and prediction of ecosystem dynamics under global change have been extensively assessed, large gaps remain in our knowledge, including a need for concepts in rapid evolution and phenotypic plasticity, and a lack of large-scale and long-term monitoring. Recent genomic studies using the model species Arabidopsis predict that plastic and evolutionary changes in phenology may affect plant reproduction. We propose that three genomic-scale methods would enhance global change studies. First, genome-wide RNA sequencing enables monitoring of diverse functional traits and phenology. Second, sequencing of DNA variants highlights the importance of genetic variation and evolution. Third, DNA metabarcoding provides efficient and unbiased ecosystem monitoring. Integrating these genomic-scale studies with remote sensing will promote the understanding and prediction of biodiversity change."
SDG 15.00	"Schaepman, Michael E"	MNF	2018	"Understanding forest health with remote sensing, part III: Requirements for a scalable multi-source forest health monitoring network based on data science approaches.Remote Sensing, 10(7):1120."	"Understanding forest health with remote sensing, part III: Requirements for a scalable multi-source forest health monitoring network based on data science approaches.Remote Sensing, 10(7):1120."	"Forest ecosystems fulfill a whole host of ecosystem functions that are essential for life on our planet. However, an unprecedented level of anthropogenic influences is reducing the resilience and stability of our forest ecosystems as well as their ecosystem functions. The relationships between drivers, stress, and ecosystem functions in forest ecosystems are complex, multi-faceted, and often non-linear, and yet forest managers, decision makers, and politicians need to be able to make rapid decisions that are data-driven and based on short and long-term monitoring information, complex modeling, and analysis approaches. A huge number of long-standing and standardized forest health inventory approaches already exist, and are increasingly integrating remote-sensing based monitoring approaches. Unfortunately, these approaches in monitoring, data storage, analysis, prognosis, and assessment still do not satisfy the future requirements of information and digital knowledge processing of the 21st century. Therefore, this paper discusses and presents in detail five sets of requirements, including their relevance, necessity, and the possible solutions that would be necessary for establishing a feasible multi-source forest health monitoring network for the 21st century. Namely, these requirements are: (1) understanding the effects of multiple stressors on forest health; (2) using remote sensing (RS) approaches to monitor forest health; (3) coupling different monitoring approaches; (4) using data science as a bridge between complex and multidimensional big forest health (FH) data; and (5) a future multi-source forest health monitoring network. It became apparent that no existing monitoring approach, technique, model, or platform is sufficient on its own to monitor, model, forecast, or assess forest health and its resilience. In order to advance the development of a multi-source forest health monitoring network, we argue that in order to gain a better understanding of forest health in our complex world, it would be conducive to implement the concepts of data science with the components: (i) digitalization; (ii) standardization with metadata management after the FAIR (Findability, Accessibility, Interoperability, and Reusability) principles; (iii) Semantic Web; (iv) proof, trust, and uncertainties; (v) tools for data science analysis; and (vi) easy tools for scientists, data managers, and stakeholders for decision-making support."
SDG 15.00	"Schmid, Bernhard"	MNF	2018	"Biodiversity–multifunctionality relationships depend on identity and number of measured functions. Nature Ecology and Evolution, 2(1):44-49."	"Biodiversity–multifunctionality relationships depend on identity and number of measured functions. Nature Ecology and Evolution, 2(1):44-49."	"Biodiversity ensures ecosystem functioning and provisioning of ecosystem services, but it remains unclear how biodiversity–ecosystem multifunctionality relationships depend on the identity and number of functions considered. Here, we demonstrate that ecosystem multifunctionality, based on 82 indicator variables of ecosystem functions in a grassland biodiversity experiment, increases strongly with increasing biodiversity. Analysing subsets of functions showed that the effects of biodiversity on multifunctionality were stronger when more functions were included and that the strength of the biodiversity effects depended on the identity of the functions included. Limits to multifunctionality arose from negative correlations among functions and functions that were not correlated with biodiversity. Our findings underline that the management of ecosystems for the protection of biodiversity cannot be replaced by managing for particular ecosystem functions or services and emphasize the need for specific management to protect biodiversity. More plant species from the experimental pool of 60 species contributed to functioning when more functions were considered. An individual contribution to multifunctionality could be demonstrated for only a fraction of the species."
SDG 15.00	"Schmid, Bernhard"	MNF	2018	"Impacts of species richness on productivity in a large-scale subtropical forest experiment. Science, 362(6410):80-83."	"Impacts of species richness on productivity in a large-scale subtropical forest experiment. Science, 362(6410):80-83."	"Biodiversity experiments have shown that species loss reduces ecosystem functioning in grassland. To test whether this result can be extrapolated to forests, the main contributors to terrestrial primary productivity, requires large-scale experiments. We manipulated tree species richness by planting more than 150,000 trees in plots with 1 to 16 species. Simulating multiple extinction scenarios, we found that richness strongly increased stand-level productivity. After 8 years, 16-species mixtures had accumulated over twice the amount of carbon found in average monocultures and similar amounts as those of two commercial monocultures. Species richness effects were strongly associated with functional and phylogenetic diversity. A shrub addition treatment reduced tree productivity, but this reduction was smaller at high shrub species richness. Our results encourage multispecies afforestation strategies to restore biodiversity and mitigate climate change."
SDG 15.00	"Schmid, Bernhard"	MNF	2018	"Origin context of trait data matters for predictions of community performance in a grassland biodiversity experiment. Ecology, 99(5):1214-1226."	"Origin context of trait data matters for predictions of community performance in a grassland biodiversity experiment. Ecology, 99(5):1214-1226."	
SDG 15.00	"Schmid, Bernhard"	MNF	2018	"Quantifying effects of biodiversity on ecosystem functioning across times and places. Ecology Letters, 21(6):763-778."	"Quantifying effects of biodiversity on ecosystem functioning across times and places. Ecology Letters, 21(6):763-778."	"Biodiversity loss decreases ecosystem functioning at the local scales at which species interact, but it remains unclear how biodiversity loss affects ecosystem functioning at the larger scales of space and time that are most relevant to biodiversity conservation and policy. Theory predicts that additional insurance effects of biodiversity on ecosystem functioning could emerge across time and space if species respond asynchronously to environmental variation and if species become increasingly dominant when and where they are most productive. Even if only a few dominant species maintain ecosystem functioning within a particular time and place, ecosystem functioning may be enhanced by many different species across many times and places (β‐diversity). Here, we develop and apply a new approach to estimate these previously unquantified insurance effects of biodiversity on ecosystem functioning that arise due to species turnover across times and places. In a long‐term (18‐year) grassland plant diversity experiment, we find that total insurance effects are positive in sign and substantial in magnitude, amounting to 19% of the net biodiversity effect, mostly due to temporal insurance effects. Species loss can therefore reduce ecosystem functioning both locally and by eliminating species that would otherwise enhance ecosystem functioning across temporally fluctuating and spatially heterogeneous environments."
SDG 15.00	"Schmid, Bernhard"	MNF	2018	"Soil microbes promote complementarity effects among co-existing trees through soil nitrogen partitioning. Functional Ecology, 32(7):1879-1889."	"Soil microbes promote complementarity effects among co-existing trees through soil nitrogen partitioning. Functional Ecology, 32(7):1879-1889."	"Plant resource partitioning is a mechanism promoting species coexistence and ecosystem functioning. Yet, we still have limited understanding of how soil microbes, especially plant symbiotic microbes, influence resource partitioning. We hypothesized that soil‐borne microbes, in particular mycorrhizal fungi, facilitate differential performance of tree species depending on different nitrogen sources and that this leads to a positive plant diversity–community productivity relationship.
We conducted two complementing glasshouse experiments. In a “monoculture experiment,” we supplied nitrogen as ammonium, nitrate or glycine and tested the growth response of three tree species associated with different root symbionts: one associated with ectomycorrhizal fungi, one associated with arbuscular mycorrhizal fungi, and the third associated with both arbuscular mycorrhizal fungi and N‐fixing bacteria. In an “intermixed experiment,” we grew the tree species at three richness levels (one, two or three species) in soil supplied with a mix of the three nitrogen forms or no added nitrogen, and with or without soil microbes.
The monoculture experiment showed that in the presence of soil microbes, the ectomycorrhizal plant species grew best when supplied with glycine and the two arbuscular mycorrhizal plant species grew best with either nitrate or ammonium addition. When the different forms of nitrogen were mixed in the intermixed experiment, plant mixtures produced more biomass than plant monocultures in the presence of soil microbes, with positive complementarity effects indicating microbe‐mediated plant resource partitioning.
Our results suggest that co‐existing tree species can partition soil nitrogen when grown with their particular mycorrhizal symbionts or other soil microbes, resulting in positive biodiversity effects in complex resource environments."
SDG 15.00	"Shimizu, Kentaro K"	MNF	2018	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity.Current Opinion in Environmental Sustainability, 29:177-186."	"Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity.Current Opinion in Environmental Sustainability, 29:177-186."	"Although the monitoring and prediction of ecosystem dynamics under global change have been extensively assessed, large gaps remain in our knowledge, including a need for concepts in rapid evolution and phenotypic plasticity, and a lack of large-scale and long-term monitoring. Recent genomic studies using the model species Arabidopsis predict that plastic and evolutionary changes in phenology may affect plant reproduction. We propose that three genomic-scale methods would enhance global change studies. First, genome-wide RNA sequencing enables monitoring of diverse functional traits and phenology. Second, sequencing of DNA variants highlights the importance of genetic variation and evolution. Third, DNA metabarcoding provides efficient and unbiased ecosystem monitoring. Integrating these genomic-scale studies with remote sensing will promote the understanding and prediction of biodiversity change."
SDG 15.00	"Shimizu, Kentaro K"	MNF	2017	"Estimating genomic diversity and population differentiation – an empirical comparison of microsatellite and SNP variation in Arabidopsis halleri. BMC Genomics, 18(1):69."	"Estimating genomic diversity and population differentiation – an empirical comparison of microsatellite and SNP variation in Arabidopsis halleri. BMC Genomics, 18(1):69."	"Background: Microsatellite markers are widely used for estimating genetic diversity within and differentiation
among populations. However, it has rarely been tested whether such estimates are useful proxies for genome-wide
patterns of variation and differentiation. Here, we compared microsatellite variation with genome-wide single
nucleotide polymorphisms (SNPs) to assess and quantify potential marker-specific biases and derive recommendations for future studies. Overall, we genotyped 180 Arabidopsis halleri individuals from nine populations using 20 microsatellite markers. Twelve of these markers were originally developed for Arabidopsis thaliana (cross-species markers) and eight for A. halleri (species-specific markers). We further characterized 2 million SNPs across the genome with a pooled whole-genome re-sequencing approach (Pool-Seq).
Results: Our analyses revealed that estimates of genetic diversity and differentiation derived from cross-species and
species-specific microsatellites differed substantially and that expected microsatellite heterozygosity (SSR-He) was not significantly correlated with genome-wide SNP diversity estimates (SNP-He and θWatterson) in A. halleri. Instead, microsatellite allelic richness (Ar) was a better proxy for genome-wide SNP diversity. Estimates of genetic differentiation among populations (FST) based on both marker types were correlated, but microsatellite-based estimates were significantly larger than those from SNPs. Possible causes include the limited number of microsatellite markers used, marker ascertainment bias, as well as the high varianc microsatellite-derived estimates. In contrast, genomewide SNP data provided unbiased estimates of genetic diversity independent of whether genome- or only exome-wide SNPs were used. Further, we inferred that a few thousand random SNPs are sufficient to reliably estimate genome-wide diversity and to distinguish among populations differing in genetic variation.
Conclusions: We recommend that future analyses of genetic diversity within and differentiation among populations
use randomly selected high-throughput sequencing-based SNP data to draw conclusions on genome-wide diversity
patterns. In species comparable to A. halleri, a few thousand SNPs are sufficient to achieve this goal."
SDG 15.00	"Shimizu, Kentaro K"	MNF	2017	"Genetic diversity of two tropical tree species of the Dipterocarpaceae following logging and restoration in Borneo: high genetic diversity in plots with high species diversity. Plant Ecology and Diversity, 9(5-6):459-469."	"Genetic diversity of two tropical tree species of the Dipterocarpaceae following logging and restoration in Borneo: high genetic diversity in plots with high species diversity. Plant Ecology and Diversity, 9(5-6):459-469."	"Background: The impact of logging and restoration on species diversity has been well studied in tropical forests. However, little is known about their effects on genetic diversity within species.
Aims: We assess the degree of genetic diversity among dipterocarp seedlings used for enrichment planting of selectively logged forests in Sabah, Malaysia, and compare it with diversity in naturally regenerating seedlings.
Methods: We sampled young leaf tissues from seedlings of Shorea leprosula and Parashorea malaanonan for DNA genotyping, using microsatellite markers.
Results: The levels of genetic diversity (expected heterozygosity and rarefied allelic richness) of naturally regenerating seedlings were statistically indistinguishable among unlogged, once logged and repeatedly logged forest areas. Enrichment-planted seedlings of P. malaanonan exhibited similar levels of genetic diversity to naturally regenerating seedlings whereas those of S. leprosula had significantly lower genetic diversity than natural seedlings. Interestingly, reduction of genetic variation was consistently observed in single-species plots relative to mixed-species plots among enrichment-planted seedlings.
Conclusions: There was no reduction of genetic variation in naturally regenerating dipterocarp seedlings in areas of selective logging. However, genetic variation of enrichment-planted seedlings was lower in single-species plots relative to mixed-species plots. This suggests that enrichment-planting strategies should adopt diverse mixtures that should promote levels of both species richness and genetic diversity within species."
SDG 15.00	"Shimizu, Kentaro K"	MNF	2017	"Genome assembly and annotation ofArabidopsis halleri, a model for heavy metal hyperaccumulation and evolutionary ecology. Molecular Ecology Notes, 17(5):1025-1036."	"Genome assembly and annotation ofArabidopsis halleri, a model for heavy metal hyperaccumulation and evolutionary ecology. Molecular Ecology Notes, 17(5):1025-1036."	"The self-incompatible species Arabidopsis halleri is a close relative of the self-compatible model plant Arabidopsis thaliana. The broad European and Asian distribution and heavy metal hyperaccumulation ability makes A. halleri a useful model for ecological genomics studies.We used long-insert mate-pair libraries to improve the genome assembly of the A. halleri ssp.gemmifera Tada mine genotype (W302) collected from a site with high contamination by heavy metals in Japan. After five rounds of forced selfing, heterozygosity was reduced to 0.04%, which facilitated subsequent genome assembly. Our assembly now covers 196 Mb or 78% of the estimated genome size and achieved scaffold N50 length of 712 kb. To validate assembly and annotation, we used synteny of A. halleri Tada mine with a previously published high quality reference assembly of a closely related species, Arabidopsis lyrata. Further validation of the assembly quality comes from synteny and phylogenetic analysis of the HEAVY METAL ATPASE4 (HMA4) and METAL TOLERANCE PROTEIN1 (MTP1) regions using published sequences from European A. halleri for comparison. Three tandemly duplicated copies of HMA4, key gene involved in cadmium and zinc hyperaccumulation, were assembled on a single scaffold.The assembly will enhance the genome-wide studies of A. halleri as well as the allopolyploid Arabidopsis kamchatica derived from A. lyrata and A. halleri."
